,Serial_Number,Restaurant_Name,Location_Name,Category_Name,Address,City,Current_Demerits,Current_Grade,Date_Current,Inspection_Date,Inspection_Type,Inspection_Demerits,Inspection_Grade,Inspection_Result,Violations,Location_1,ObjectId,Latitude,Longitude,latitude,longitude
3673,DAFIKMF07,El Cortez Fiesta Room,El Cortez Hotel,Buffet,600 Fremont St,Las Vegas,0,A,2019-09-23T00:00:00.000Z,2019-09-23T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1690649,115.1388963)",306846,0.0,0.0,36.16906,115.1389
3674,DAMUIBSXK,EL CORTEZ LIQUOR DISPENSING ROOM BASEMENT,El Cortez Hotel,Pantry,600 Fremont St,Las Vegas,0,A,2019-09-23T00:00:00.000Z,2019-09-23T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2928.0,"(36.1690649,115.1388963)",306848,0.0,0.0,36.16906,115.1389
3675,DAP0NLNNE,Rosati's Pizza,Rosati's Pizza,Restaurant,10030 W Cheyenne Ave 110,Las Vegas,0,A,2019-09-23T00:00:00.000Z,2019-09-23T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2930.0,"(36.2184031,115.3161918)",306849,0.0,0.0,36.2184,115.31619
3676,DALGZ0LWY,PALAZZO LAGASSE CLUB BAR,PALAZZO HOTEL & CASINO,Bar / Tavern,3325 S Las Vegas Blvd,Las Vegas,0,A,2019-09-22T00:00:00.000Z,2019-09-22T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1229935,115.168372)",306851,0.0,0.0,36.12299,115.16837
3677,DAM0CPCE1,SUNCOAST HOT DOG CART #1,Suncoast Hotel & Casino,Portable Unit,9090 Alta Dr,Las Vegas,0,A,2019-09-22T00:00:00.000Z,2019-09-22T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1691517,115.2913521)",306855,0.0,0.0,36.16915,115.29135
3678,DA7QFUSK0,PALAZZO LAGASSE SERVICE BAR 2,PALAZZO HOTEL & CASINO,Bar / Tavern,3325 S Las Vegas Blvd,Las Vegas,0,A,2019-09-22T00:00:00.000Z,2019-09-22T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1229935,115.168372)",306858,0.0,0.0,36.12299,115.16837
3679,DA5JJOYV4,TAO TEMPLE POOL BAR,TAO TEMPLE BISTRO @ VENETIAN,Bar / Tavern,3355 S Las Vegas Blvd,Las Vegas,0,A,2019-09-22T00:00:00.000Z,2019-09-22T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2928.0,"(36.1226902,115.1701939)",306859,0.0,0.0,36.12269,115.17019
3680,DA0H03BJ8,SUNCOAST HOT DOG CART #2,Suncoast Hotel & Casino,Portable Unit,9090 Alta Dr,Las Vegas,0,A,2019-09-22T00:00:00.000Z,2019-09-22T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1691517,115.2913521)",306860,0.0,0.0,36.16915,115.29135
3681,DAUGZVHBS,TAO BEACH OUTSIDE BAR,Tao Beach Pool @ Venetian,Bar / Tavern,3377 S Las Vegas Blvd,Las Vegas,0,A,2019-09-22T00:00:00.000Z,2019-09-22T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2928.0,"(36.1243705,115.169416)",306861,0.0,0.0,36.12437,115.16942
3682,DAZJOLZN5,CALIFORNIA HOTEL REDWOOD BAR,California Hotel & Casino,Bar / Tavern,12 E Ogden Ave,Las Vegas,0,A,2019-09-21T00:00:00.000Z,2019-09-21T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1730572,115.1450046)",306862,0.0,0.0,36.17306,115.145
3683,DAKPVSDYW,CALIFORNIA MEETING ROOM PANTRY #1 2FL,California Hotel & Casino,Pantry,12 E Ogden Ave,Las Vegas,3,A,2019-09-21T00:00:00.000Z,2019-09-21T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,2955.0,"(36.1730572,115.1450046)",306863,0.0,0.0,36.17306,115.145
3684,DAXQI0S2X,Tarkanian Basketball Academy Snack Bar,Tarkanian Basketball Academy,Snack Bar,2730 S Rancho Dr,Las Vegas,0,A,2019-09-21T00:00:00.000Z,2019-09-21T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2929.0,"(36.140297,115.175372)",306866,0.0,0.0,36.1403,115.17537
3685,DA1934688,MORA MOBILE,MORA MOBILE,Food Trucks / Mobile Vendor,949 EMPRIE MESA Way,Henderson,0,A,2019-09-21T00:00:00.000Z,2019-09-21T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.06884,115.02634)",306867,0.0,0.0,36.06884,115.02634
3686,DAKIAK10R,CALIFORNIA MEETING ROOM PANTRY #2 2FL,California Hotel & Casino,Pantry,12 E Ogden Ave,Las Vegas,3,A,2019-09-21T00:00:00.000Z,2019-09-21T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,2955.0,"(36.1730572,115.1450046)",306868,0.0,0.0,36.17306,115.145
3687,DA2EQNPMG,LA ONDA BANQUET HALL,LA ONDA BANQUET HALL,Bar / Tavern,3044 S HIGHLAND Dr,Las Vegas,0,A,2019-09-21T00:00:00.000Z,2019-09-21T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1345423,115.1745719)",306869,0.0,0.0,36.13454,115.17457
3688,DA0JLXSGQ,CANNERY Bingo City Service Bar,Cannery Hotel & Casino,Bar / Tavern,2121 E Craig Rd,North Las Vegas,0,A,2019-09-21T00:00:00.000Z,2019-09-21T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.23855,115.1190876)",306871,0.0,0.0,36.23855,115.11909
3689,DAGMJFWVX,Deeznuts - Ice Cream Cart,South Point Hotel - Deeznuts,Portable Unit,9777 Las Vegas Blvd,Las Vegas,0,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.0113363,115.1741706)",306873,0.0,0.0,36.01134,115.17417
3690,DAXJLIUNQ,SPEARMINT RHINO VIP BAR,Spearmint Rhino Gentlemen's Club,Bar / Tavern,3340 S Highland Dr,Las Vegas,0,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1281204,115.1782481)",306875,0.0,0.0,36.12812,115.17825
3691,DAKYQBSJB,SPEARMINT RHINO HORSESHOE BAR,Spearmint Rhino Gentlemen's Club,Bar / Tavern,3340 S Highland Dr,Las Vegas,0,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1281204,115.1782481)",306877,0.0,0.0,36.12812,115.17825
3692,DAR0RDNUB,BOARD & BRUSH LAS VEGAS,BOARD & BRUSH LAS VEGAS,Restaurant,4790 S FORT APACHE C,Las Vegas,0,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.10202,115.29651)",306878,0.0,0.0,36.10202,115.29651
3693,DAJVL7JSW,BELLAGIO GARDE MANGER,BELLAGIO RESORT AND CASINO,Garde Manger,3600 S Las Vegas Blvd,Las Vegas,3,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,2955.0,"(36.1125269,115.175947)",306883,0.0,0.0,36.11253,115.17595
3694,DA4NQPUU2,CAPRIOTTI'S SANDWICH SHOP,CAPRIOTTI'S,Restaurant,3820 E CRAIG B,North Las Vegas,0,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Re-inspection,0,A,'A' Grade,2930.0,"(36.240644,115.096734)",306885,0.0,0.0,36.24064,115.09673
3695,DASPRXT2Y,Red Rock High Limit Lounge,RED ROCK CASINO RESORT & SPA,Bar / Tavern,11011 W Charleston Blvd,Las Vegas,0,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1564001,115.3335551)",306886,0.0,0.0,36.1564,115.33356
3696,DAL8T3C41,SPEARMINT RHINO - RHINO BAR,Spearmint Rhino Gentlemen's Club,Bar / Tavern,3340 S Highland Dr,Las Vegas,3,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,211.0,"(36.1281204,115.1782481)",306887,0.0,0.0,36.12812,115.17825
3697,DA5LUIMKU,PF CHANGS #8700 APPETIZER BAR,PF CHANGS @ PLANET HOLLYWOOD,Restaurant,3667 S Las Vegas Blvd,Las Vegas,0,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2910.0,"(36.1096948,115.1701624)",306888,0.0,0.0,36.10969,115.17016
3698,DAVCZTKMY,PURE INDIAN CUISINE & ROYAL HOOKAH HALL BAR,PURE INDIAN CUISINE & ROYAL HOOKAH,Bar / Tavern,1405 E SUNSET,Las Vegas,5,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Routine Inspection,5,A,'A' Grade,204.0,"(36.0712103,115.1341397)",306889,0.0,0.0,36.07121,115.13414
3699,DA0JFZ9CO,Grimaldi's Pizzeria - Bar,Grimaldi's Pizzeria,Bar / Tavern,750 S Rampart Blvd 7,Las Vegas,0,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2928.0,"(36.163166,115.290952)",306890,0.0,0.0,36.16317,115.29095
3700,DASYLWQ0Z,SOUTH POINT BOWLING CENTER HOT DOG CART,South Point Hotel & Casino,Portable Unit,9777 Las Vegas Blvd,Las Vegas,0,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.0114227,115.1752019)",306892,0.0,0.0,36.01142,115.1752
3701,DAMDE8HSZ,Spearmint Rhino VIP Champagne Room,Spearmint Rhino Gentlemen's Club,Bar / Tavern,3340 S Highland Dr,Las Vegas,0,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1281204,115.1782481)",306894,0.0,0.0,36.12812,115.17825
3702,DA9B1EBP0,Deeznuts - Nuts,South Point Hotel - Deeznuts,Portable Unit,9777 Las Vegas Blvd,Las Vegas,0,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.0113363,115.1741706)",306895,0.0,0.0,36.01134,115.17417
3703,DAFLNSMVF,Arby's #7781,ARBY'S #7781,Restaurant,7035 N Durango Dr,Las Vegas,0,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2930.0,"(36.2887187,115.2884582)",306896,0.0,0.0,36.28872,115.28846
3704,DAWQMXZU4,SMITH'S #394 SNACK BAR,Smith's Food King #394,Snack Bar,9750 S Maryland Pkwy,Las Vegas,0,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.0120679,115.1341114)",306897,0.0,0.0,36.01207,115.13411
3705,DAWZZKGIJ,VENETIAN BOUCHON BAKERY CLOCK TOWER FL 1,VENETIAN HOTEL AND CASINO,Snack Bar,3355 S Las Vegas Blvd,Las Vegas,3,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,211.0,"(36.1229174,115.1685253)",306899,0.0,0.0,36.12292,115.16853
3706,DA1933773,OAK & IVY PUSF,OAK & IVY,Portable Unit,707 E FREMONT St 1120,Las Vegas,0,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1675431,115.1384234)",306900,0.0,0.0,36.16754,115.13842
3707,DAFNSQCDQ,SUBWAY #47224,SUBWAY #47224,Restaurant,6980 W Tropicana Ave 502,Las Vegas,0,A,2019-09-20T00:00:00.000Z,2019-09-20T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1000936,115.2447014)",306903,0.0,0.0,36.10009,115.2447
3708,DAZ2ND9DR,MCCARRAN DUTY FREE STORE SAMPLING E6,DUTY FREE @ MCCARRAN AIRPORT,Grocery Store Sampling,5757 WAYNE NEWTON,Las Vegas,0,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.0886298,115.1504082)",306906,0.0,0.0,36.08863,115.15041
3709,DAOJAGA6I,CITY NATIONAL ARENA COFFEE BAR,CITY NATIONAL ARENA COFFEE BAR,Snack Bar,1550 S PAVILION CENTER Dr,Las Vegas,0,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1541548,115.3297687)",306907,0.0,0.0,36.15415,115.32977
3710,DAHCJZLOT,PT'S Pub,PT'S Pub #524,Bar / Tavern,6055 E Lake Mead Blvd,Las Vegas,3,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,2955.0,"(36.195701,115.040483)",306910,0.0,0.0,36.1957,115.04048
3711,DA2J0GHL4,Railroad Pass Rails Bar,Railroad Pass Hotel & Casino,Bar / Tavern,2800 S Boulder Hwy,Henderson,5,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,5,A,'A' Grade,206.0,"(35.9725193,114.9119698)",306911,0.0,0.0,35.97252,114.91197
3712,DAQ2ZHL0E,HARRAH'S PORTABLE UNIT FOOD SERVICE,Harrah's Hotel - Laughlin,Portable Unit,2900 S Casino Dr,Laughlin,0,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(35.144479,114.576791)",306914,0.0,0.0,35.14448,114.57679
3713,DAA0OSQHF,DENNY'S #141 PORTABLE BAR PUSF,DENNYS #141 @ CASINO ROYALE,Portable Unit,3397 S Las Vegas Blvd,Las Vegas,3,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,2955.0,"(36.1211376,115.1719092)",306920,0.0,0.0,36.12114,115.17191
3714,DAUE4W961,VIVA LAS VEGAS THEMED WEDDINGS BAR,VIVA LAS VEGAS THEMED WEDDINGS,Bar / Tavern,1201 S LAS VEGAS,Las Vegas,0,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.156773,115.148335)",306923,0.0,0.0,36.15677,115.14834
3715,DAWZ0IKZQ,Burger King #10206,Burger King #10206,Restaurant,209 N Pecos Rd,Henderson,0,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2930.0,"(36.043372,115.1009165)",306925,0.0,0.0,36.04337,115.10092
3716,DAF7LGUN8,SONNY SUSHI @ ALBERTSONS #6006,SONNY SUSHI @ ALBERTSONS #6006,Restaurant,9725 S MARYLAND,Las Vegas,0,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.0120934,115.138316)",306927,0.0,0.0,36.01209,115.13832
3717,DA0ORPZPB,DAYLIGHT BEACH CLUB SERVICE BAR #2  SOUTH,DAYLIGHT BEACH CLUB @ MANDALAY BAY,Bar / Tavern,3950 S LAS VEGAS Blvd,Las Vegas,0,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.0934585,115.1730478)",306928,0.0,0.0,36.09346,115.17305
3718,DATTDBPDU,HI SCORES BBQ,HI SCORES,Barbeque,65 S STEPHANIE St,Henderson,0,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.0258847,115.0479701)",306930,0.0,0.0,36.02588,115.04797
3719,DARW4EGAE,La Contessa Yacht - Upper Bar,La Contessa,Bar / Tavern,10 Costa Di Lago,Henderson,5,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,5,A,'A' Grade,202.0,"(36.1029703,114.9294567)",306933,0.0,0.0,36.10297,114.92946
3720,DAMXYSEXO,VIVA LAS VEGAS THEMED WEDDINGS,VIVA LAS VEGAS THEMED WEDDINGS,Banquet Kitchen,1201 S LAS VEGAS,Las Vegas,0,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.156773,115.148335)",306934,0.0,0.0,36.15677,115.14834
3721,DA02RMHLQ,Auntie Anne's Soft Pretzels,AUNTIE ANNE'S PRETZELS @ GALLERIA,Restaurant,1300 W Sunset Rd 2423,Henderson,3,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,2955.0,"(36.06676,115.0417817)",306935,0.0,0.0,36.06676,115.04178
3722,DAJZ3XSF7,ROSATI'S PIZZA BAR,Rosati's Pizza,Bar / Tavern,10030 W Cheyenne Ave 110,Las Vegas,0,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.2184031,115.3161918)",306938,0.0,0.0,36.2184,115.31619
3723,DAMKW9H0T,URBANEATS MARKET SNACK BAR,URBANEATS MARKET,Snack Bar,9775 W SUNSET 105,Las Vegas,0,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Re-inspection,0,A,'A' Grade,,"(36.0697,115.30633)",306941,0.0,0.0,36.0697,115.30633
3724,DAHPQFEFK,NY NY POUR 24,NEW YORK NEW YORK HOTEL & CASINO,Bar / Tavern,3790 S Las Vegas Blvd,Las Vegas,0,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2930.0,"(36.1023786,115.1745465)",306946,0.0,0.0,36.10238,115.17455
3725,DAVXHQ6R9,MILLER'S HENDERSON ALE HOUSE MAIN BAR,MILLER'S HENDERSON ALE HOUSE,Bar / Tavern,594 N STEPHANIE St,Henderson,0,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2928.0,"(36.061697,115.045414)",306947,0.0,0.0,36.0617,115.04541
3726,DACLO1S4U,M & M SOUL FOOD CAFE,M & M SOUL FOOD CAFE,Restaurant,2211 S LAS VEGAS Blvd,Las Vegas,0,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Re-inspection,0,A,'A' Grade,,"(36.1453361,115.1556692)",306948,0.0,0.0,36.14534,115.15567
3727,DA7H1AC6M,HABANEROS TACO GRILL #3,HABANEROS TACO GRILL #3,Restaurant,7271 AMIGO 180,Las Vegas,3,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,212.0,"(36.0575107,115.1504971)",306951,0.0,0.0,36.05751,115.1505
3728,DAEKHK0B3,SOMERSET ACADEMY MIDDLE SCHOOL KITCHEN,SOMERSET ACADEMY SKYE CANYON CAMPUS,Institutional Food Service,8151 N SHAUMBER Rd,Las Vegas,0,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.3017324,115.3290717)",306952,0.0,0.0,36.30173,115.32907
3729,DA5WN80QR,Whole Foods Market - Specialty Island,Whole Foods Market,Special Kitchen,6689 S Las Vegas Blvd A,Las Vegas,0,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.0676246,115.1742497)",306953,0.0,0.0,36.06762,115.17425
3730,DAX1FIXZM,Sams Town Bowling Snack Bar,Sams Town,Restaurant,5111 Boulder Hwy,Las Vegas,0,A,2019-09-19T00:00:00.000Z,2019-09-19T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1128082,115.0622887)",306954,0.0,0.0,36.11281,115.06229
3731,DAKZJJY7S,"Allen, Dean Lamar Elem School Kitchen","Allen, Dean Lamar Elem School",Elementary School Kitchen,8680 W Hammer Ln,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.260119,115.284221)",306958,0.0,0.0,36.26012,115.28422
3732,DAGHIKPZA,DAVE & BUSTER'S PORTABLE BAR 1,DAVE & BUSTER'S @ SHOPS AT SUMMERLIN,Portable Unit,2130 PARK CENTER Dr,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1486189,115.332454)",306959,0.0,0.0,36.14862,115.33245
3733,DACKQJTVR,BELLAGIO NOODLES FOH / HOT LINE,BELLAGIO RESORT AND CASINO,Restaurant,3600 S Las Vegas Blvd,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2930.0,"(36.1125269,115.175947)",306963,0.0,0.0,36.11253,115.17595
3734,DA2ZFPDPS,Havana Grill Bar,Havana Grill,Bar / Tavern,8878 S Eastern Ave 100,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Re-inspection,0,A,'A' Grade,,"(36.028088,115.118309)",306967,0.0,0.0,36.02809,115.11831
3735,DADNOXWAD,DAVE & BUSTER'S PREP/STORAGE,DAVE & BUSTER'S @ SHOPS AT SUMMERLIN,Special Kitchen,2130 PARK CENTER Dr,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1486189,115.332454)",306969,0.0,0.0,36.14862,115.33245
3736,DAJWHCFEM,SBS CONCESSION BAR #12,SAM BOYD STADIUM,Bar / Tavern,7000 RUSSELL Rd,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.086048,115.1793068)",306970,0.0,0.0,36.08605,115.17931
3737,DAPPBNQQS,TOMMY'S ICE CREAM,TOMMY'S ICE CREAM,Food Trucks / Mobile Vendor,1100 SEARLES Ave,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.221936,115.1462928)",306972,0.0,0.0,36.22194,115.14629
3738,DALCNKRYY,WYNN RED 8 SUPPORT ROOM,WYNN HOTEL & CASINO,Special Kitchen,3131 S Las Vegas Blvd,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1271069,115.1648303)",306974,0.0,0.0,36.12711,115.16483
3739,DADO19OT9,SBS CLUB LEVEL BAR,SAM BOYD STADIUM,Bar / Tavern,7000 RUSSELL Rd,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.086048,115.1793068)",306975,0.0,0.0,36.08605,115.17931
3740,DAUDOND0F,ABC   1 TACOS DEL NORTE MOBILE,ABC   1 TACOS DEL NORTE MOBILE,Food Trucks / Mobile Vendor,4181 PIONEER Ave,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1279455,115.1957892)",306976,0.0,0.0,36.12795,115.19579
3741,DAUDLBCDZ,SBS CLUB KITCHEN REMOTE CATERING,SAM BOYD STADIUM,Caterer,7000 RUSSELL Rd,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.086048,115.1793068)",306978,0.0,0.0,36.08605,115.17931
3742,DAMWK05IM,MGM ROOM SERVICE MAIN KITCHEN,MGM GRAND HOTEL & CASINO,Special Kitchen,3799 S Las Vegas Blvd,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Re-inspection,0,A,'A' Grade,,"(36.1022507,115.1699679)",306980,0.0,0.0,36.10225,115.16997
3743,DAVQ4E8AG,LISA MARIE'S KITCHEN,LISA MARIE'S KITCHEN,Restaurant,35 E BASIC Rd B,Henderson,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.03109,114.97741)",306981,0.0,0.0,36.03109,114.97741
3744,DAK4JJNOD,DAVE & BUSTER'S SERVICE BAR,DAVE & BUSTER'S @ SHOPS AT SUMMERLIN,Bar / Tavern,2130 PARK CENTER Dr,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2912.0,"(36.1486189,115.332454)",306985,0.0,0.0,36.14862,115.33245
3745,DAO7TIYJI,DAVE & BUSTER'S PORTABLE BAR 2,DAVE & BUSTER'S @ SHOPS AT SUMMERLIN,Portable Unit,2130 PARK CENTER Dr,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2912.0,"(36.1486189,115.332454)",306988,0.0,0.0,36.14862,115.33245
3746,DAB2KMHGJ,Williams Sonoma #722 Exhibition Kitchen,Williams Sonoma,Special Kitchen,2255 Village Walk Dr,Henderson,3,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,215.0,"(36.021355,115.086551)",306989,0.0,0.0,36.02135,115.08655
3747,DA1G1KD91,WYNN ROOM SERVICE SVC BAR,WYNN HOTEL & CASINO,Bar / Tavern,3131 S Las Vegas Blvd,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2912.0,"(36.1271069,115.1648303)",306995,0.0,0.0,36.12711,115.16483
3748,DAF3TSNK7,SBS CONCESSION STAND #5,SAM BOYD STADIUM,Snack Bar,7000 RUSSELL Rd,Las Vegas,3,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,213.0,"(36.086048,115.1793068)",306997,0.0,0.0,36.08605,115.17931
3749,DAOJS3YLG,SBS CONCESSION STAND #17,SAM BOYD STADIUM,Snack Bar,7000 RUSSELL Rd,Las Vegas,3,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,3,A,'A' Grade,215.0,"(36.086048,115.1793068)",307002,0.0,0.0,36.08605,115.17931
3750,DATJDU9H7,"Darnell, Marshall Elem School Kitchen","Darnell, Marshall Elem School",Elementary School Kitchen,9430 W Tropical Pkwy,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.2700278,115.3017855)",307003,0.0,0.0,36.27003,115.30179
3751,DAV0NDTQO,WYNN RED 8 RESTAURANT,WYNN HOTEL & CASINO,Restaurant,3131 S Las Vegas Blvd,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,2928.0,"(36.1271069,115.1648303)",307004,0.0,0.0,36.12711,115.16483
3752,DAMFLOQ8C,SBS PRESS KITCHEN SNACK BAR,SAM BOYD STADIUM,Snack Bar,7000 RUSSELL Rd,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.086048,115.1793068)",307006,0.0,0.0,36.08605,115.17931
3753,DAZIEES1K,"Snyder, William E Elem School Kitchen","Snyder, William E Elem School",Elementary School Kitchen,4317 E Colorado Ave,Las Vegas,0,A,2019-09-18T00:00:00.000Z,2019-09-18T00:00:00.000Z,Routine Inspection,0,A,'A' Grade,,"(36.1550053,115.0807088)",307007,0.0,0.0,36.15501,115.08071
